ClientID	NNPass_Train	TrainLoss	NNPass_Test	TestLoss
0	313	2.098879	313	1.930807
0	626	1.862346	626	1.701720
0	939	1.727389	939	1.550614
0	1252	1.631106	1252	1.556261
0	1565	1.567994	1565	1.527177
0	1878	1.510939	1878	1.372153
0	2191	1.469078	2191	1.355402
0	2504	1.430304	2504	1.324223
0	2817	1.396273	2817	1.290142
0	3130	1.364065	3130	1.288569
0	3443	1.335138	3443	1.211651
0	3756	1.307197	3756	1.209835
0	4069	1.281152	4069	1.214895
0	4382	1.255299	4382	1.237257
0	4695	1.230027	4695	1.168146
0	5008	1.209634	5008	1.160931
0	5321	1.184595	5321	1.143985
0	5634	1.161205	5634	1.106001
0	5947	1.143646	5947	1.060656
0	6260	1.126797	6260	1.035999
0	6573	1.110162	6573	1.124703
0	6886	1.089619	6886	1.072133
0	7199	1.074421	7199	1.049705
0	7512	1.062749	7512	1.135832
0	7825	1.033217	7825	1.008770
0	8138	1.015898	8138	1.000870
0	8451	1.000031	8451	1.038238
0	8764	0.981447	8764	1.080879
0	9077	0.966978	9077	1.044379
0	9390	0.947401	9390	0.986300
0	9703	0.930469	9703	0.961137
0	10016	0.912402	10016	1.028792
0	10329	0.899910	10329	0.992550
0	10642	0.881873	10642	1.037907
0	10955	0.864866	10955	0.976804
0	11268	0.845521	11268	0.965260
0	11581	0.824664	11581	0.998177
0	11894	0.806816	11894	1.099774
0	12207	0.789504	12207	0.953508
0	12520	0.771259	12520	1.027120
0	12833	0.749497	12833	0.995348
0	13146	0.732316	13146	1.030900
0	13459	0.710630	13459	0.987244
0	13772	0.690984	13772	1.115326
0	14085	0.673824	14085	1.002095
0	14398	0.660894	14398	1.084533
0	14711	0.633818	14711	0.984840
0	15024	0.615334	15024	1.064065
0	15337	0.593668	15337	1.134671
0	15650	0.566513	15650	1.194185
1	313	2.066403	313	1.913742
1	626	1.823789	626	1.728065
1	939	1.687028	939	1.571213
1	1252	1.591449	1252	1.566847
1	1565	1.526706	1565	1.419933
1	1878	1.476687	1878	1.348930
1	2191	1.431230	2191	1.388506
1	2504	1.396541	2504	1.346566
1	2817	1.359989	2817	1.317089
1	3130	1.331133	3130	1.327616
1	3443	1.301325	3443	1.227373
1	3756	1.273593	3756	1.269853
1	4069	1.249601	4069	1.169026
1	4382	1.223183	4382	1.166940
1	4695	1.199457	4695	1.165586
1	5008	1.176624	5008	1.268496
1	5321	1.153511	5321	1.066102
1	5634	1.135738	5634	1.139913
1	5947	1.110710	5947	1.158652
1	6260	1.095670	6260	1.022240
1	6573	1.080034	6573	1.084600
1	6886	1.060593	6886	1.020104
1	7199	1.042689	7199	0.995287
1	7512	1.022528	7512	1.028041
1	7825	1.002719	7825	1.004877
1	8138	0.982857	8138	1.025791
1	8451	0.965869	8451	0.996808
1	8764	0.947084	8764	0.987876
1	9077	0.934331	9077	1.023900
1	9390	0.911130	9390	1.048397
1	9703	0.892679	9703	0.989913
1	10016	0.880385	10016	1.012006
1	10329	0.862583	10329	0.983922
1	10642	0.841712	10642	0.908891
1	10955	0.823414	10955	1.015453
1	11268	0.801246	11268	0.975626
1	11581	0.784517	11581	0.955713
1	11894	0.767208	11894	0.997916
1	12207	0.747559	12207	1.009811
1	12520	0.726390	12520	1.023044
1	12833	0.707668	12833	1.000805
1	13146	0.686733	13146	1.032734
1	13459	0.667687	13459	0.959261
1	13772	0.649315	13772	0.987759
1	14085	0.629580	14085	0.973794
1	14398	0.612877	14398	1.007277
1	14711	0.585434	14711	1.051449
1	15024	0.568497	15024	1.126809
1	15337	0.543515	15337	1.128629
1	15650	0.530868	15650	1.058798
2	313	2.129294	313	1.945933
2	626	1.926432	626	1.816792
2	939	1.813487	939	1.625913
2	1252	1.737387	1252	1.507026
2	1565	1.684281	1565	1.485203
2	1878	1.645191	1878	1.444433
2	2191	1.613583	2191	1.361501
2	2504	1.585912	2504	1.386980
2	2817	1.560135	2817	1.302533
2	3130	1.537769	3130	1.313520
2	3443	1.510450	3443	1.261778
2	3756	1.493676	3756	1.294142
2	4069	1.472009	4069	1.249278
2	4382	1.455083	4382	1.249005
2	4695	1.436438	4695	1.151805
2	5008	1.418395	5008	1.183933
2	5321	1.401131	5321	1.230088
2	5634	1.384581	5634	1.112561
2	5947	1.366364	5947	1.131750
2	6260	1.355435	6260	1.156403
2	6573	1.339599	6573	1.123632
2	6886	1.325741	6886	1.110250
