ClientID	NNPass_Train	TrainLoss	NNPass_Test	TestLoss
0	313	2.118889	313	1.827054
0	626	1.925995	626	1.648688
0	939	1.804737	939	1.782989
0	1252	1.755537	1252	1.607646
0	1565	1.684648	1565	1.740511
0	1878	1.600590	1878	1.611938
0	2191	1.530691	2191	1.548819
0	2504	1.442733	2504	1.456767
0	2817	1.347720	2817	1.598862
0	3130	1.237547	3130	1.249343
0	3443	1.170822	3443	1.306393
0	3756	1.024943	3756	1.210721
0	4069	0.860249	4069	1.126167
0	4382	0.748040	4382	1.167347
0	4695	0.622116	4695	1.134551
0	5008	0.489256	5008	1.101523
0	5321	0.393349	5321	1.084744
0	5634	0.327665	5634	1.132414
0	5947	0.260873	5947	1.167706
0	6260	0.221585	6260	1.202359
0	6573	0.182502	6573	1.229654
0	6886	0.151946	6886	1.262826
0	7199	0.128293	7199	1.307427
0	7512	0.113338	7512	1.361525
0	7825	0.103340	7825	1.366788
0	8138	0.085911	8138	1.411378
0	8451	0.083217	8451	1.430631
0	8764	0.078171	8764	1.514303
0	9077	0.071792	9077	1.508951
0	9390	0.069247	9390	1.496422
0	9703	0.063067	9703	1.564140
0	10016	0.065621	10016	1.577736
0	10329	0.059120	10329	1.624001
0	10642	0.057785	10642	1.645286
0	10955	0.056885	10955	1.696137
0	11268	0.050915	11268	1.699979
0	11581	0.050839	11581	1.718375
0	11894	0.050688	11894	1.749059
0	12207	0.050287	12207	1.774795
0	12520	0.047502	12520	1.805004
0	12833	0.047539	12833	1.812492
0	13146	0.043053	13146	1.841419
0	13459	0.045750	13459	1.867979
0	13772	0.051055	13772	1.887666
0	14085	0.044379	14085	1.901244
0	14398	0.043845	14398	1.942549
0	14711	0.043000	14711	1.935543
0	15024	0.046307	15024	1.973600
0	15337	0.041818	15337	2.014577
0	15650	0.038645	15650	1.989222
1	313	2.046046	313	1.742972
1	626	1.731532	626	1.680765
1	939	1.665805	939	1.648824
1	1252	1.526767	1252	1.420835
1	1565	1.405131	1565	1.363773
1	1878	1.329474	1878	1.634955
1	2191	1.240601	2191	1.346346
1	2504	1.150902	2504	1.279665
1	2817	1.035016	2817	1.254541
1	3130	0.887080	3130	1.486522
1	3443	0.791320	3443	1.071410
1	3756	0.678150	3756	1.015312
1	4069	0.570356	4069	1.135460
1	4382	0.458337	4382	1.047838
1	4695	0.381255	4695	1.063870
1	5008	0.301677	5008	1.061352
1	5321	0.236268	5321	1.085825
1	5634	0.194601	5634	1.148437
1	5947	0.155496	5947	1.171061
1	6260	0.123602	6260	1.226770
1	6573	0.108143	6573	1.232298
1	6886	0.092011	6886	1.261362
1	7199	0.081840	7199	1.315553
1	7512	0.073352	7512	1.338734
1	7825	0.063490	7825	1.384574
1	8138	0.057498	8138	1.432491
1	8451	0.050281	8451	1.463287
1	8764	0.048019	8764	1.494970
1	9077	0.047122	9077	1.519459
1	9390	0.045158	9390	1.578820
1	9703	0.043005	9703	1.581955
1	10016	0.041753	10016	1.603712
1	10329	0.040748	10329	1.622399
1	10642	0.039502	10642	1.666894
1	10955	0.036034	10955	1.672395
1	11268	0.037212	11268	1.715405
1	11581	0.037659	11581	1.746366
1	11894	0.036886	11894	1.755250
1	12207	0.035768	12207	1.798573
1	12520	0.036714	12520	1.810419
1	12833	0.035995	12833	1.832401
1	13146	0.037693	13146	1.860257
1	13459	0.037860	13459	1.886832
1	13772	0.039631	13772	1.896548
1	14085	0.038268	14085	1.900489
1	14398	0.038821	14398	1.948120
1	14711	0.040058	14711	1.955445
1	15024	0.040968	15024	1.982615
1	15337	0.041446	15337	2.003862
1	15650	0.041806	15650	2.009141
2	313	2.013669	313	2.092949
2	626	1.774198	626	1.508614
2	939	1.633696	939	1.660672
2	1252	1.506256	1252	1.430564
2	1565	1.462980	1565	1.608257
2	1878	1.322640	1878	1.454556
2	2191	1.219414	2191	1.363342
2	2504	1.177408	2504	1.302633
2	2817	1.036263	2817	1.187496
2	3130	0.926168	3130	1.142465
2	3443	0.824583	3443	1.191987
2	3756	0.691700	3756	0.986867
2	4069	0.571120	4069	1.030115
2	4382	0.474624	4382	1.086685
2	4695	0.383636	4695	1.048598
2	5008	0.306684	5008	1.117292
2	5321	0.246939	5321	1.124087
2	5634	0.200035	5634	1.124367
2	5947	0.158375	5947	1.197653
2	6260	0.134328	6260	1.176456
2	6573	0.111470	6573	1.216701
2	6886	0.091270	6886	1.297733
2	7199	0.082224	7199	1.333690
2	7512	0.073237	7512	1.362291
2	7825	0.065958	7825	1.383708
2	8138	0.061494	8138	1.435075
2	8451	0.052883	8451	1.460704
2	8764	0.051660	8764	1.502817
2	9077	0.049658	9077	1.526486
2	9390	0.048132	9390	1.549622
2	9703	0.044304	9703	1.567772
2	10016	0.041965	10016	1.612556
2	10329	0.041701	10329	1.642879
2	10642	0.041190	10642	1.643116
2	10955	0.040482	10955	1.674714
2	11268	0.039834	11268	1.702155
2	11581	0.038026	11581	1.733160
2	11894	0.038118	11894	1.752102
2	12207	0.040550	12207	1.766083
2	12520	0.040486	12520	1.802914
2	12833	0.039593	12833	1.824879
2	13146	0.041153	13146	1.846176
2	13459	0.040562	13459	1.853794
2	13772	0.040876	13772	1.888333
2	14085	0.040571	14085	1.898936
2	14398	0.041576	14398	1.926123
2	14711	0.041917	14711	1.952729
2	15024	0.042240	15024	1.972454
2	15337	0.043698	15337	1.993249
2	15650	0.044991	15650	1.985164
3	313	2.012608	313	1.779924
3	626	1.751474	626	1.557415
3	939	1.639501	939	1.523570
3	1252	1.568528	1252	1.565451
3	1565	1.453754	1565	1.448060
3	1878	1.339067	1878	1.336677
3	2191	1.276687	2191	1.278613
3	2504	1.142209	2504	1.262136
3	2817	1.027674	2817	1.164684
3	3130	0.916445	3130	1.144667
3	3443	0.818115	3443	1.055937
3	3756	0.705972	3756	1.049669
