ClientID	NNPass_Train	TrainLoss	NNPass_Test	TestLoss
0	535	0.503515	535	0.380904
0	1070	0.226483	1070	0.229903
0	1605	0.147023	1605	0.164770
0	2140	0.117322	2140	0.151627
0	2675	0.093657	2675	0.137731
0	3210	0.084956	3210	0.110392
0	3745	0.077134	3745	0.142594
0	4280	0.066530	4280	0.085221
0	4815	0.057232	4815	0.171553
0	5350	0.051052	5350	0.130645
0	5885	0.054254	5885	0.123371
0	6420	0.047137	6420	0.069471
0	6955	0.048423	6955	0.112926
0	7490	0.044316	7490	0.097103
0	8025	0.045263	8025	0.096548
0	8560	0.042048	8560	0.129347
0	9095	0.040793	9095	0.066557
0	9630	0.050649	9630	0.085328
0	10165	0.032266	10165	0.065384
0	10700	0.040533	10700	0.100710
0	11235	0.037613	11235	0.272047
0	11770	0.036571	11770	0.073400
0	12305	0.041321	12305	0.106658
0	12840	0.032878	12840	0.068384
0	13375	0.030225	13375	0.121463
0	13910	0.031193	13910	0.084123
0	14445	0.032385	14445	0.142431
0	14980	0.030939	14980	0.063536
0	15515	0.033491	15515	0.101548
0	16050	0.028757	16050	0.096348
0	16585	0.032741	16585	0.126377
0	17120	0.030796	17120	0.060167
0	17655	0.027455	17655	0.194835
0	18190	0.033432	18190	0.083610
0	18725	0.040454	18725	0.094299
0	19260	0.036293	19260	0.074584
0	19795	0.028413	19795	0.089231
0	20330	0.035490	20330	0.067713
0	20865	0.027701	20865	0.068742
0	21400	0.026761	21400	0.129979
0	21935	0.026162	21935	0.070600
0	22470	0.033556	22470	0.082104
0	23005	0.029382	23005	0.093918
0	23540	0.024407	23540	0.082231
0	24075	0.023625	24075	0.060344
0	24610	0.032651	24610	0.192582
0	25145	0.027577	25145	0.064026
0	25680	0.024072	25680	0.267535
0	26215	0.026448	26215	0.076775
0	26750	0.033200	26750	0.074897
1	254	0.627515	254	2.422107
1	508	0.193998	508	0.775233
1	762	0.122148	762	0.624359
1	1016	0.083320	1016	0.378205
1	1270	0.067836	1270	0.349958
1	1524	0.056459	1524	0.251719
1	1778	0.048841	1778	0.300912
1	2032	0.047534	2032	0.248459
1	2286	0.041412	2286	0.120477
1	2540	0.043269	2540	0.137105
1	2794	0.032893	2794	0.091755
1	3048	0.031597	3048	0.167070
1	3302	0.025966	3302	0.123211
1	3556	0.027848	3556	0.094078
1	3810	0.024786	3810	0.112813
1	4064	0.026304	4064	0.098321
1	4318	0.021823	4318	0.081815
1	4572	0.020564	4572	0.072002
1	4826	0.020561	4826	0.075166
1	5080	0.019730	5080	0.077525
1	5334	0.021728	5334	0.083072
1	5588	0.023816	5588	0.077032
1	5842	0.019692	5842	0.065830
1	6096	0.019696	6096	0.070138
1	6350	0.026700	6350	0.093222
1	6604	0.019032	6604	0.065164
1	6858	0.020983	6858	0.076139
1	7112	0.028649	7112	0.105366
1	7366	0.020095	7366	0.076751
1	7620	0.024335	7620	0.110371
1	7874	0.023779	7874	0.064632
1	8128	0.021766	8128	0.063912
1	8382	0.021645	8382	0.067259
1	8636	0.021496	8636	0.068982
1	8890	0.020849	8890	0.064469
1	9144	0.021423	9144	0.070478
1	9398	0.023281	9398	0.077124
1	9652	0.020750	9652	0.063076
1	9906	0.020167	9906	0.080120
1	10160	0.027835	10160	0.055452
1	10414	0.019370	10414	0.056851
1	10668	0.020472	10668	0.067636
1	10922	0.025292	10922	0.048686
1	11176	0.024652	11176	0.075778
1	11430	0.020829	11430	0.065679
1	11684	0.033825	11684	0.071659
1	11938	0.021529	11938	0.070952
1	12192	0.021482	12192	0.059952
1	12446	0.020915	12446	0.057525
1	12700	0.019890	12700	0.061110
